cb6ffa1211bafe35debf6f74f0caee0e2efc420a;2019-12-28;2020-01-10;14.2%;packages/localize/
cb6ffa1211bafe35debf6f74f0caee0e2efc420a;2019-12-28;2020-01-10;47.6%;packages/
c3271ac22ae48281a8ce69052434390da754e6e3;2019-12-05;2020-01-10;33.3%;packages/compiler-cli/ngcc/src/host/
c3271ac22ae48281a8ce69052434390da754e6e3;2019-12-05;2020-01-10;66.6%;packages/compiler-cli/ngcc/test/host/
794dcb58d397360dc201c26c3a7713816062646b;2019-12-21;2020-01-10;25.0%;packages/language-service/src/
794dcb58d397360dc201c26c3a7713816062646b;2019-12-21;2020-01-10;75.0%;packages/language-service/test/
25eaff447aa2ace17c482d8dcb0215f9b3b39cbf;2020-01-08;2020-01-09;50.0%;packages/core/src/di/
25eaff447aa2ace17c482d8dcb0215f9b3b39cbf;2020-01-08;2020-01-09;50.0%;packages/core/src/view/
6315acae94721488358b6044ee1fa6285a6a0606;2019-12-19;2020-01-09;50.0%;packages/forms/src/directives/
6315acae94721488358b6044ee1fa6285a6a0606;2019-12-19;2020-01-09;50.0%;tools/public_api_guard/forms/
c3f14bb7a55ff7a15be4f7a4fa7daa47321468cc;2019-12-19;2020-01-09;75.0%;packages/core/src/render3/instructions/
c3f14bb7a55ff7a15be4f7a4fa7daa47321468cc;2019-12-19;2020-01-09;25.0%;packages/core/test/acceptance/
181d766941c92f002cfd80ea898847b06ccb9f88;2019-12-21;2020-01-09;50.0%;packages/language-service/src/
181d766941c92f002cfd80ea898847b06ccb9f88;2019-12-21;2020-01-09;50.0%;packages/language-service/test/
97c3e9d59fc68d6b893c14339af41bb159692139;2019-11-22;2020-01-09;50.0%;aio/content/guide/
97c3e9d59fc68d6b893c14339af41bb159692139;2019-11-22;2020-01-09;50.0%;aio/content/images/guide/setup-local/
8815ace4188a77bc93caa5eb9696681a47fef10d;2020-01-08;2020-01-08;50.0%;packages/compiler-cli/ngcc/src/rendering/
8815ace4188a77bc93caa5eb9696681a47fef10d;2020-01-08;2020-01-08;50.0%;packages/compiler-cli/ngcc/test/rendering/
58cdc2279152a07df3086efc354ac18b031e5e5e;2020-01-07;2020-01-08;50.0%;packages/compiler-cli/ngcc/src/rendering/
58cdc2279152a07df3086efc354ac18b031e5e5e;2020-01-07;2020-01-08;50.0%;packages/compiler-cli/ngcc/test/rendering/
d909fb0b1f35de321bb3efb375c70131086a8b30;2020-01-07;2020-01-08;50.0%;packages/common/src/directives/
d909fb0b1f35de321bb3efb375c70131086a8b30;2020-01-07;2020-01-08;50.0%;packages/core/test/acceptance/
6fda7f3da4fffede45c3b286ef690b9b4ac7e2bd;2020-01-07;2020-01-08;50.0%;packages/core/src/render3/instructions/
6fda7f3da4fffede45c3b286ef690b9b4ac7e2bd;2020-01-07;2020-01-08;50.0%;packages/core/test/acceptance/
07ea6cf5822ed823774e106e3435ef0b2a9d6981;2020-01-08;2020-01-08;14.2%;packages/compiler-cli/ngcc/src/dependencies/
